source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX002032	f_vtca5gbhbbbmi	source-key alias	šaák	wood	noun m Palula-noun-class-a	second-mora	12379	śākhyá-	2	2	śākhyá- 'belonging to or resembling a branch, branching' (T: 12379)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002045	f_qyujgywu2gcdq	source-key alias	šaraál	autumn	noun m Palula-noun-class-a	second-mora	12329	śarád-	2	2	śarád- 'autumn (fem)' (T: 12329)	Inflection: a-decl (Obl, pl): šaralá
liljegren-LX002046	f_cdpvr4q6njvco	source-key alias	šarái	she-deer; female markhor	noun f Palula-noun-class-a Palula-noun-class-m	short-or-diphthong	12331	śarabhá-	3	3	śarabhá- 'a kind of deer' (T: 12331)	Inflection: a-decl/m-decl (Pl): šarée, šaraíim
liljegren-LX002060	f_55ww7ppfj4keu	source-key alias	šidáalu	cold	adj	first-mora	12487	śītalá-	3	3	śītalá- 'cold' (T: 12487)	Inflection: Uml (Fem): šidéeli; Morphemic form: šidál-
liljegren-LX002065	f_bbmp5mitxaydq	source-key alias	šíin	bed (charpoy, string bed)	noun m Palula-noun-class-a	first-mora	12323	šáyana-	1	3	šáyana- 'lying down, bed (neut)' (T: 12323)	Inflection: a-decl (Obl, pl): -a; Morphemic form: šéen
liljegren-LX002076	f_5t7zez6ciunua	source-key alias	šilúuk	story, tale	noun m Palula-noun-class-a	first-mora	12748	ślṓka-	1	2	ślṓka- 'sound, hymn of praise; stanza (m)' (T: 12748)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002085	f_f2ix3lgckfyla	source-key alias	šišáwu	beautiful	adj	short-or-diphthong	12642	śṓśucat-	1	3	śṓśucat- 'shining brightly' (T: 12642) ; *suśōbha- 'splendid' (T: 13534)	Inflection: Reg (Fem): šišáwi
liljegren-LX002093	f_meems6e5ejkpm	source-key alias	šóong	branch (of tree)	noun m Palula-noun-class-a	first-mora	12260	śan̆kú-	2	2	śan̆kú- 'peg, spike; stake, post; stick, arrow (masc)' (T: 12260)	Inflection: a-decl (Obl, pl): -a; Morphemic form: šáang
liljegren-LX002108	f_d6oho7dkvavmi	source-key alias	šumaáṇ	trouser-cord	noun f Palula-noun-class-i	second-mora	13878	syū́man-	1	2	syū́man- 'band, thong, bridle (n)' (T: 13878)	Inflection: i-decl (Obl, pl): šumaṇí
liljegren-LX002112	f_cdocgdie4sdw6	source-key alias	šúša	to dry (out)	verb intr Palula-verb-class-T	short-or-diphthong	12548	śúṣka-	1	2	śúṣka- 'dried' (T: 12548)	Inflection: T (Prs): šušáanu, (Pfv): šúku, (Cv): šuší; Morphemic form: šuš-, šuk-
liljegren-LX002114	f_nyc3xud7fztig	source-key alias	šúur	father-in-law; husband's or wife's father	noun m Palula-noun-class-a	first-mora	12753	śváśura-	1	3	śváśura- 'husband's father; wife's father (masc)' (T: 12753)	Inflection: a-decl (Obl): šúura; Morphemic form: šáur
liljegren-LX002116	f_qiocurb4osay4	source-key alias	ṣáača	to climb, get up; appear, arise, spread	verb intr Palula-verb-class-T	first-mora	13085	sajyátē	2	3	sajyátē 'hangs on; is occupied with' (T: 13085)	Inflection: T (Prs): ṣačáanu, (Pfv Masc Sg): ṣáatu, (Pfv Fem Sg): ṣéeti, (Cv): ṣačí, (Imp): ṣáač; Morphemic form: šač-, ṣat-
liljegren-LX002118	f_kc6kvll2w3jp2	source-key alias	ṣáak	rear shoulder	noun m Palula-noun-class-a	first-mora	13576	srákva-	1	2	srákva- 'corner of mouth, jaws (m or n)' (T: 13576)	Inflection: a-decl (Obl, pl): ṣaká
liljegren-LX002134	f_h4uv3b62lwjzk	source-key alias	ṣing	horn	noun m Palula-noun-class-a	implicit-short	12583	śŕ̥n̆ga-	1	2	śŕ̥n̆ga- 'horn (neut)' (T: 12583)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002136	f_iwco3hm3obb4k	unique cited original and full etymology	ṣiṣ	head; hair	noun m Palula-noun-class-a	implicit-short	12497	śīrṣá-	2	2	śīrṣá- 'head, skull (neut)' (T: 12497)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002141	f_nvxz3kom47iui	source-key alias	ṣóo	to put on, wear	verb tr Palula-verb-class-L-a	first-mora	13085	sájati-	1	3	sájati- 'is attached, embraces' (T: 13085)	Inflection: L:a (Prs): ṣaáanu, (Pfv): ṣóolu, (Cv): ṣaá, (Imp): ṣa; Morphemic form: ṣa-
liljegren-LX002145	f_zw6hwi6npjnfw	source-key alias	ṣoṛíiš	sixteen	num	first-mora	12812	śṓḍaśa	1	3	śṓḍaśa 'sixteen' (T: 12812)	Morphemic form: ṣoṛéeš
liljegren-LX002146	f_akifotzauqjhg	source-key alias	ṣúṇa	to listen, hear	verb tr Palula-verb-class-T	short-or-diphthong	12598	śr̥ṇṓti	2	3	śr̥ṇṓti 'hears' (T: 12598)	Inflection: T (Prs): ṣuṇáanu, (Pfv): ṣúuntu, (Cv): ṣuṇí, (Imp): ṣuṇ; Morphemic form: ṣuṇ-, ṣúunt-
liljegren-LX002153	f_6ox4hgaqjgej6	source-key alias	ṣúuṛu	hole	noun m Palula-noun-class-a	first-mora	12572	śūrtá-	2	2	śūrtá- 'crushed, broken' (T: 12572)	Inflection: a-decl (Obl, pl): ṣúuṛa
liljegren-LX002170	f_nguvkfcw5lnf2	source-key alias	táatu	hot	adj	first-mora	5679	taptá-	2	2	taptá- 'heated, hot' (T: 5679)	Inflection: Uml (Fem): téeti; Morphemic form: tat-
liljegren-LX002188	f_pzwwfshodhiqy	source-key alias	tapíǰa	to be heated up, become hot	verb intr Palula-verb-class-L-consonant	short-or-diphthong	5684	tápyati	1	3	tápyati 'is hot' (T: 5684)	Inflection: L:cons (Prs): tapiǰáanu, (Pfv): tapiǰílu, (Cv): tapiǰí, (Imp): tapíǰ; Morphemic form: tap-íǰ-
liljegren-tas	f_a675ivdreiafq	unique cited original and full etymology	tas	him; her; it (rem acc)	pron demonstrative	implicit-short	5612	tá-	1	1	tá- 'base of nom.sg.n., all obl.sg and all pl. forms of pron. and pronom. adj' (T: 5612)	
liljegren-LX002225	f_eglhkdsbofymk	source-key alias	thíi	to do, make	verb tr Palula-verb-class-L-e	first-mora	13756	sthāpáyati	2	4	sthāpáyati 'causes to stand, establishes; appoints; causes to be, makes' (T: 13756)	Inflection: L:e (Prs): tháanu, (Pfv): thíilu, (Cv): the, (Imp): tha; Usage: Extremely generic verb used in a large number of complex predicates
liljegren-LX002232			thúlu	fat (about animals)	adj	short-or-diphthong	13776	sthūlá-	2	2	sthūlá- 'large, thick, stout' (T: 13776)	Inflection: Reg (Fem): thúli; Morphemic form: thul-
liljegren-LX002233	f_sbi4ypdzr4mau	source-key alias	thúri	heel	noun f Palula-noun-class-m	short-or-diphthong	13775	sthūrá-	2	2	sthūrá- 'big, strong' (T: 13775)	Inflection: m-decl (Pl): -m
liljegren-LX002234	f_azhf4jkzsskhk	source-key alias	thúuṇi	pillar	noun f Palula-noun-class-m	first-mora	13774	sthū́ṇā-	1	2	sthū́ṇā- 'post, pillar' (T: 13774)	Inflection: m-decl (Pl): -m
liljegren-LX002237	f_yr3bcs6m4torm	source-key alias	tíiṇu	sharp	adj	first-mora	5839	tīkṣṇá-	2	2	tīkṣṇá- 'sharp; hot, pungent' (T: 5839)	Inflection: Reg (Fem): tíiṇi; Morphemic form: tíiṇ-
liljegren-LX002238	f_l5ykxnn43g3ns	source-key alias	tíla	to walk	verb intr Palula-verb-class-L-consonant	short-or-diphthong	5836	tíllati	1	3	tíllati 'goes' (T: 5836)	Inflection: L:cons (Prs): tiláanu, (Pfv): tilílu, (Cv): tilí, (Imp): til; Morphemic form: til-
liljegren-LX002245	f_ga7xkimxca7ke	source-key alias	toolíi	to weigh, measure	verb tr Palula-verb-class-L-e	first-mora	5979	tōláyati	2	4	tōláyati 'lifts, weighs, considers' (T: 5979)	Inflection: L:e (Prs): tooláanu, (Pfv): toolílu, (Cv): toolí, (Imp): toolá; Morphemic form: tool-é-
liljegren-LX002248	f_s6qaocpdipeio	source-key alias	tóoru	star	noun m Palula-noun-class-a	first-mora	5798	tāraká-	3	3	tāraká- 'belonging to the stars' (T: 5798)	Inflection: a-decl (Obl, pl): tóora
liljegren-LX002252	f_3hgioebrm3emi	source-key alias	traambú	wasp	noun m Palula-noun-class-aan Palula-noun-class-i	short-or-diphthong	5664	tántra-	1	2	tántra- 'web; loom; weaving, thread (neut)' (T: 5664) ; *vābha- 'weaving, spinning' (T: 11531)	Inflection: aan-decl/i-decl (Obl): -í, (Pl): -aán
liljegren-LX002261	f_ewzpbbjprv3hu	source-key alias	tríiš	thirteen	num	first-mora	6001	*trayédaśa	2	4	*trayédaśa 'thirteen' (T: 6001)	Morphemic form: tréeš
liljegren-LX002265	f_nxwwzu35he5kg	source-key alias	tríṣṭu	sour, bitter	adj	short-or-diphthong	5938	tr̥ṣṭá-	2	2	tr̥ṣṭá- 'harsh, rough' (T: 5938)	Inflection: Reg (Fem): triṣṭi; Morphemic form: triṣṭ
liljegren-LX002271	f_ddkbxoob6pefi	source-key alias	trúnǰi	day after tomorrow	adv temporal	short-or-diphthong	5912	tr̥tī́ya-	2	3	tr̥tī́ya- 'third (with word for 'day')' (T: 5912)	Restriction: Biori
liljegren-tu	f_czjoq4prhzg76	unique cited original and full etymology	tu	you (2sg nom subject or direct object)	pron personal	implicit-short	5889	tuvám	2	2	tuvám 'thou' (T: 5889)	
liljegren-LX002282	f_v2yzc3hdgesis	source-key alias	tuúš	some, a little; a bit, slightly	adj indecl	second-mora	5850	tuččhyá-	2	2	tuččhyá- 'empty, vain; n. emptiness (neut)' (T: 5850)	
liljegren-LX002340	f_qqox7wisaqbqm	source-key alias	urbhíi	to fly, flutter	verb intr Palula-verb-class-T	first-mora	2038	údbharati	1	4	údbharati 'raises' (T: 2038)	Inflection: T (Prs): urbháanu, (Pfv): urbhíitu, (Cv): urbhé, urbhí, (Imp): urbhí; Morphemic form: urbhí-, urbh-íit-
liljegren-uts	f_cxuezermeemss	source-key alias	uts	spring (of water)	noun m Palula-noun-class-a	implicit-short	1869	útsa-	1	2	útsa- 'spring of water (masc)' (T: 1869)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002386	f_izuotzqoy7wuk	source-key alias	wíi	water	noun m Palula-noun-class-a	first-mora	1921	udaká-	3	3	udaká- 'water (neut)' (T: 1921)	Inflection: a-decl (Obl): -a
liljegren-LX002431	f_ykrvpvohvxtgc	source-key alias	yáab	irrigation canal	noun f Palula-noun-class-a	first-mora	10442	yavyá-	2	2	yavyá- 'stream (fem)' (T: 10442)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002435	f_s2kssaz5iw5ge	source-key alias	yáandr	mill	noun m Palula-noun-class-a	first-mora	10412	yantrá-	2	2	yantrá- 'controlling device; any implement or contrivance (neut)' (T: 10412)	Inflection: a-decl (Obl, pl): -a; Morphemic form: yandr
liljegren-LX002445	f_oawjhqw3lwtfe	source-key alias	yhíi	to come, arrive; become, come into existence	verb intr Palula-verb-class-L-minor	first-mora	10452	yā́ti	1	2	yā́ti 'goes, approaches, comes to' (T: 10452)	Inflection: L:minor (Prs): yháandu, (Pfv Masc Sg): yhóolu, (Pfv Fem Sg): yhéeli, (Cv): yhaí, (Imp): yha; Morphemic form: yhéi-
liljegren-LX002450	f_oanoj7zg4ml6q	source-key alias	yúu	barley	noun m Palula-noun-class-a	first-mora	10431	yáva-	1	2	yáva- 'barley (m)' (T: 10431)	Inflection: a-decl (Obl): -a
liljegren-LX002454	f_y72fzcb66idm2	source-key alias	zaán	self	noun f Palula-noun-class-i	second-mora	5098	jána-	1	2	jána- 'race, person (masc)' (T: 5098)	Inflection: i-decl (Obl): ǰaní; Usage: Primarily functioning pronominally along with the reflexive pronoun teeṇíi in the object position as a phrase co-referential with the clause subject.
liljegren-LX002485	f_w5xseubbjhyqk	source-key alias	ẓamí	brother-in-law; sister's husband	noun m Palula-noun-class-aan	short-or-diphthong	5200	jāmí-	2	2	jāmí- 'related as brother and sister; brother (masc); sister (fem); relative (masc); female relative esp. son's wife (fem)' (T: 5200)	Inflection: aan-decl (Pl): -aán
liljegren-LX002514	f_vzzbfoon65zbu	source-key alias	gháanu	large, big	adj	first-mora	4424	ghaná-	2	2	ghaná- 'compact, firm, dense; densely filled, deep (of sound or colour)' (T: 4424)	Inflection: Uml (Fem): ghéeni; Morphemic form: ghan-
liljegren-LX002521	f_6kqbsblj7lxka	source-key alias	ghaṇḍíi	to fasten, tie	verb tr Palula-verb-class-L-e	first-mora	4353	grantháyati	2	4	grantháyati 'ties' (T: 4353)	Inflection: L:e (Prs): ghaṇḍáanu, (Pfv): ghaṇḍílu, (Cv): ghaṇḍí, (Imp): ghaṇḍá; Morphemic form: ghaṇḍ-é-
liljegren-LX002522	f_vzfv625fk7vok	source-key alias	ghašíi	to catch, take; hold	verb tr Palula-verb-class-L-e	first-mora	4450	ghárṣati	1	3	ghárṣati 'rubs; rubs oneself' (T: 4450)	Inflection: L:e (Prs): ghašáanu, (Pfv): ghašílu, (Cv): ghaší, (Imp): ghašá; Morphemic form: ghaš-é-
liljegren-LX002526	f_cjth4aksbfn2k	source-key alias	ghiíṛ	ghee; semi-liquid butter (used for cooking)	noun m Palula-noun-class-a	second-mora	4501	ghr̥tá-	2	2	ghr̥tá- 'fluid grease, clarified butter or ghee (neut)' (T: 4501)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002527	f_shwiighc4vjly	source-key alias	ghína	to take, get, seize; buy	verb tr Palula-verb-class-T	short-or-diphthong	4236	gr̥hṇā́ti	2	3	gr̥hṇā́ti 'takes, seizes; buys' (T: 4236)	Inflection: T (Prs): ghináanu, (Pfv): ghíinu, (Cv): ghiní, (Imp): ghin; Morphemic form: ghín-, ghíin-
liljegren-LX002530	f_yvx2gkhczdjdu	source-key alias	ghoóm	wheat	noun m Palula-noun-class-a	second-mora	4287	gōdhū́ma-	2	3	gōdhū́ma- 'wheat (m, usu. pl)' (T: 4287)	Inflection: a-decl (Obl): -á
liljegren-LX002533	f_wnpvd2nljzuuk	source-key alias	ghoóṣṭ	house, home	noun m Palula-noun-class-a	second-mora	4336	gōṣṭhá-	2	2	gōṣṭhá- 'cow-house; meeting place (masc)' (T: 4336)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002536	f_ytdsdfz42m5pa	source-key alias	ghreéṇḍ	knot	noun f Palula-noun-class-i	second-mora	4354	granthí-	2	2	granthí- 'knot, bunch, protuberance; joint; swelling or hardening of the vessels of the body' (T: 4354)	Inflection: i-decl (Obl, pl): -í
liljegren-LX002537	f_xrv64yuzohucc	source-key alias	ghríinǰu	eagle	noun m Palula-noun-class-a	first-mora	4231	gŕ̥dhya-	1	2	gŕ̥dhya- 'greedy (?)' (T: 4231)	Inflection: a-decl (Obl, pl): grhíinǰa
liljegren-LX002539	f_ceqs73vbsapl4	source-key alias	ghróom	village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás	noun m Palula-noun-class-a	first-mora	4368	grā́ma-	1	2	grā́ma- 'troop, village' (T: 4368)	Inflection: a-decl (Obl, pl): -a; Morphemic form: ghráam
liljegren-LX002540	f_yrdvpgxjqvbdq	source-key alias	ghróoṇ	foul smell	noun f Palula-noun-class-a	first-mora	4531	ghrāṇá-	2	2	ghrāṇá- 'smelling; smell; nose' (T: 4531)	Inflection: a-decl (Obl): -a
liljegren-LX002567	f_ha4dntnsstwyw	source-key alias	góo	where, somewhere	adv spatial indef interr	first-mora	3384	kúha	1	2	kúha 'where?' (T: 3384)	
liljegren-LX002585	f_h7zdddiw5zche	source-key alias	gúu	bull, ox	noun m Palula-noun-class-a	first-mora	4255	gṓ-	1	1	gṓ- 'ox (masc), cow (fem)' (T: 4255) ; gava- 'cow or bull' (T: 4093)	Inflection: a-decl (Obl, pl): gúa
