source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-uts	f_cxuezermeemss	source-key alias	uts	spring (of water)	noun m Palula-noun-class-a	implicit-short	1869	útsa-	1	2	útsa- 'spring of water (masc)' (T: 1869)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002386	f_izuotzqoy7wuk	source-key alias	wíi	water	noun m Palula-noun-class-a	first-mora	1921	udaká-	3	3	udaká- 'water (neut)' (T: 1921)	Inflection: a-decl (Obl): -a
liljegren-LX002431	f_ykrvpvohvxtgc	source-key alias	yáab	irrigation canal	noun f Palula-noun-class-a	first-mora	10442	yavyá-	2	2	yavyá- 'stream (fem)' (T: 10442)	Inflection: a-decl (Obl, pl): -a
liljegren-LX002435	f_s2kssaz5iw5ge	source-key alias	yáandr	mill	noun m Palula-noun-class-a	first-mora	10412	yantrá-	2	2	yantrá- 'controlling device; any implement or contrivance (neut)' (T: 10412)	Inflection: a-decl (Obl, pl): -a; Morphemic form: yandr
liljegren-LX002450	f_oanoj7zg4ml6q	source-key alias	yúu	barley	noun m Palula-noun-class-a	first-mora	10431	yáva-	1	2	yáva- 'barley (m)' (T: 10431)	Inflection: a-decl (Obl): -a
liljegren-LX002454	f_y72fzcb66idm2	source-key alias	zaán	self	noun f Palula-noun-class-i	second-mora	5098	jána-	1	2	jána- 'race, person (masc)' (T: 5098)	Inflection: i-decl (Obl): ǰaní; Usage: Primarily functioning pronominally along with the reflexive pronoun teeṇíi in the object position as a phrase co-referential with the clause subject.
liljegren-LX002485	f_w5xseubbjhyqk	source-key alias	ẓamí	brother-in-law; sister's husband	noun m Palula-noun-class-aan	short-or-diphthong	5200	jāmí-	2	2	jāmí- 'related as brother and sister; brother (masc); sister (fem); relative (masc); female relative esp. son's wife (fem)' (T: 5200)	Inflection: aan-decl (Pl): -aán
liljegren-LX002514	f_vzzbfoon65zbu	source-key alias	gháanu	large, big	adj	first-mora	4424	ghaná-	2	2	ghaná- 'compact, firm, dense; densely filled, deep (of sound or colour)' (T: 4424)	Inflection: Uml (Fem): ghéeni; Morphemic form: ghan-
liljegren-LX002526	f_cjth4aksbfn2k	source-key alias	ghiíṛ	ghee; semi-liquid butter (used for cooking)	noun m Palula-noun-class-a	second-mora	4501	ghr̥tá-	2	2	ghr̥tá- 'fluid grease, clarified butter or ghee (neut)' (T: 4501)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002530	f_yvx2gkhczdjdu	source-key alias	ghoóm	wheat	noun m Palula-noun-class-a	second-mora	4287	gōdhū́ma-	2	3	gōdhū́ma- 'wheat (m, usu. pl)' (T: 4287)	Inflection: a-decl (Obl): -á
liljegren-LX002533	f_wnpvd2nljzuuk	source-key alias	ghoóṣṭ	house, home	noun m Palula-noun-class-a	second-mora	4336	gōṣṭhá-	2	2	gōṣṭhá- 'cow-house; meeting place (masc)' (T: 4336)	Inflection: a-decl (Obl, pl): -á
liljegren-LX002536	f_ytdsdfz42m5pa	source-key alias	ghreéṇḍ	knot	noun f Palula-noun-class-i	second-mora	4354	granthí-	2	2	granthí- 'knot, bunch, protuberance; joint; swelling or hardening of the vessels of the body' (T: 4354)	Inflection: i-decl (Obl, pl): -í
liljegren-LX002537	f_xrv64yuzohucc	source-key alias	ghríinǰu	eagle	noun m Palula-noun-class-a	first-mora	4231	gŕ̥dhya-	1	2	gŕ̥dhya- 'greedy (?)' (T: 4231)	Inflection: a-decl (Obl, pl): grhíinǰa
liljegren-LX002539	f_ceqs73vbsapl4	source-key alias	ghróom	village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás	noun m Palula-noun-class-a	first-mora	4368	grā́ma-	1	2	grā́ma- 'troop, village' (T: 4368)	Inflection: a-decl (Obl, pl): -a; Morphemic form: ghráam
liljegren-LX002540	f_yrdvpgxjqvbdq	source-key alias	ghróoṇ	foul smell	noun f Palula-noun-class-a	first-mora	4531	ghrāṇá-	2	2	ghrāṇá- 'smelling; smell; nose' (T: 4531)	Inflection: a-decl (Obl): -a
liljegren-LX002585	f_h7zdddiw5zche	source-key alias	gúu	bull, ox	noun m Palula-noun-class-a	first-mora	4255	gṓ-	1	1	gṓ- 'ox (masc), cow (fem)' (T: 4255) ; gava- 'cow or bull' (T: 4093)	Inflection: a-decl (Obl, pl): gúa
